,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,speaker
20,-542.63257,74.73675,19.844948,33.941887,16.602186,14.669038,4.2017665,9.548811,1.7081591,8.049078,-0.90476197,-0.86432964,-3.1911094,-3.0376043,-2.652647,-7.823873,1.8679155,-1.5495911,-5.518875,-5.206891,1.6077433,-0.8971195,-2.4609854,-0.055105474,0.33805197,-1.0095137,-4.5388455,-3.6669168,-6.153441,-3.5634577,-3.8400233,-4.8253746,-1.0435227,-2.223432,-0.6480743,-1.522541,-1.1073037,0.97945243,2.9351423,2.927626,1
21,-578.7855,74.12141,24.819891,29.700409,18.913893,13.904471,1.7988276,9.860772,3.5993865,8.540084,-1.5887847,3.4365623,-1.3751411,-0.41387898,-3.34596,-8.188701,-1.0475353,-3.7742503,-3.343578,-3.566355,2.1726635,-2.5973039,-3.9153607,-1.6033794,-1.0298332,-0.6838797,-4.0618305,-3.515835,-8.379509,-7.7552967,-2.510532,-5.773551,-3.3108826,-3.8987448,-4.8961935,-4.6534348,-1.0843278,2.2007096,2.421336,1.8261337,1
22,-561.5847,72.99506,20.469198,30.585255,20.777025,16.937067,4.7971725,8.38313,4.2771626,5.409389,-2.0125754,1.3164717,-3.2065353,-2.1569731,-4.846056,-8.867574,0.4187156,-3.1253042,-4.089378,-3.4809182,1.1811049,-2.7801843,-5.7055445,-1.9318339,-0.3971187,-0.3515733,-2.3205311,-3.497583,-8.220949,-7.447027,-3.6052315,-3.6773078,-3.1389403,-3.1361122,-1.9139059,-2.662038,-1.7386906,0.25792325,2.4799182,0.9564257,1
23,-566.6673,75.27583,23.873953,32.940735,20.88396,17.916965,9.435234,13.05419,3.3728545,5.074379,-0.64435786,3.0814273,-0.3028684,-1.0016552,-3.1437526,-7.063772,-0.2386583,-3.1455154,-3.2228317,-2.5872505,2.6335988,-1.6725566,-4.326809,-1.5432466,-0.55390275,0.67012763,-3.0908825,-5.0434384,-8.445485,-8.470228,-4.184168,-3.1406486,-2.6275136,-4.18459,-3.3712711,-3.2728708,-2.9493594,-1.6950963,0.7737895,0.7018719,1
24,-554.37897,61.52342,19.0117,31.478453,20.681246,14.260175,3.9657898,7.96755,4.1156387,5.3384748,-1.1233287,3.0195687,-1.4266956,0.29835704,-1.6011045,-7.910941,-0.80358094,-2.558673,-4.390969,-4.341795,1.4667001,-1.6886674,-3.5869498,-0.98656887,-0.8802377,-0.74931604,-2.5861855,-3.3777976,-7.0852804,-7.470215,-3.7410264,-1.8360139,-0.8642978,-2.837869,-2.4184043,-3.0027394,-4.039933,-1.6399503,0.145097,-1.0459529,1
25,-550.30664,63.424805,17.187841,33.745537,22.562302,14.736319,3.457148,7.138552,4.86586,5.1927524,-1.3825191,2.9810405,-0.012763478,-0.094630346,-2.2131677,-5.2475915,0.047396004,-2.5718784,-1.61073,-3.9197671,1.9156412,-0.2664358,-4.601493,-1.2807778,-0.34532353,-0.40071434,-3.421691,-4.0402527,-7.3002887,-7.461058,-3.1877527,-2.3799312,-2.5308475,-2.9313903,-2.3312683,-3.044403,-2.4148002,-1.9261395,0.6922239,0.18704835,1
26,-557.1278,68.95577,21.415209,31.741362,17.210262,12.273976,5.7678304,9.090436,1.5737857,4.742351,-2.9252179,2.5389552,-0.61957407,-0.85297495,-4.638977,-8.248781,-0.81230354,-1.887646,-0.9193217,-3.0197642,2.200599,-0.5324037,-4.020691,-2.1106942,-0.099283084,-1.4407942,-2.8209286,-4.870383,-9.619356,-7.5978384,-3.8799899,-0.8528461,0.42415416,-2.4473197,-2.7743938,-2.711323,-3.6020613,-0.9399971,2.260309,0.39410904,1
27,-565.80334,71.689476,19.402552,30.450758,23.155224,18.848557,8.78915,13.5169325,0.8702562,5.171537,-3.2306814,0.76537937,-1.3529166,0.000362543,-3.9504037,-8.539252,0.008251601,-3.0797677,-3.9777973,-4.0887756,2.6160374,-1.2480481,-5.640261,-3.9825313,-0.29386848,1.045281,-3.2139173,-4.764942,-9.265151,-9.856029,-3.3310814,-1.9164957,-1.304023,-3.4119554,-3.3754146,-2.4462543,-3.1352277,-0.21906441,2.4060311,0.7853366,1
28,-534.0762,81.681046,20.250761,32.148254,23.935156,19.839607,6.2264605,8.217928,2.6513455,2.8719876,-5.140364,1.8704672,-3.2010121,-1.7218244,-1.083437,-9.16062,-2.2344184,-2.1040537,-4.3172994,-5.7019243,2.827687,-0.96637046,-5.492804,-2.8174942,-1.0360469,-0.7475926,-3.6010778,-4.824723,-9.025001,-7.417136,-3.731576,-2.773161,-1.7530013,-3.7594388,-1.9466133,-2.8809757,-3.6696322,-1.4174948,-2.0075104,-2.1127653,1
29,-554.4352,75.13607,20.437672,31.329393,21.592451,16.123337,5.6848745,10.656033,5.096785,4.53136,-1.3743812,3.5829022,-0.9090677,-2.917097,-3.2460263,-8.365402,-1.6964139,-0.55266714,-2.6488001,-4.4592004,2.1322093,-1.7273667,-4.7116776,0.12767537,0.7274007,-0.28066593,-2.7380154,-4.392682,-6.541682,-7.3372684,-4.697462,-1.9383526,-0.948091,-2.8678558,-3.1578188,-3.057338,-3.673571,-1.3846223,-0.80842286,0.006147326,1
30,-548.92334,81.031944,17.760593,29.229036,19.92433,20.187443,8.986751,4.8763843,0.90550923,6.236914,-2.284227,2.9623814,-1.7428514,-3.1397207,-3.4852188,-6.8399363,-1.4257127,-2.9419484,-2.5473666,-4.42923,2.07577,0.8098382,-3.702789,-3.4338567,0.11370901,0.6865806,-2.2738855,-3.6731155,-9.585031,-8.832011,-2.6753647,-1.6518836,-2.2071857,-4.016255,-3.4934866,-2.2108212,-1.7001076,-0.6457577,0.60970634,0.99792963,1
31,-529.618,85.36221,14.1827,32.596703,20.310518,15.157486,7.2096467,7.288176,0.9115929,6.3512387,-2.7114828,3.190609,-1.2377173,-2.3193805,-4.871402,-8.847908,-1.6472818,-2.8645885,-1.4632374,-4.040392,3.9078028,1.5025063,-5.599582,-4.490356,0.6020197,-0.4201383,-3.375884,-3.284177,-8.945086,-9.632421,-3.863242,-0.5489409,-2.3480346,-4.015552,-3.5256376,-3.544039,-1.1315119,1.0851912,0.92614114,2.5988607,1
32,-537.49255,90.37658,22.45593,30.585678,20.925053,17.033506,4.0132513,10.4419155,2.6087773,3.0594695,-4.1513777,2.2309349,-3.557362,-1.2279441,-1.7266423,-7.2318354,-1.0213587,-2.639384,-1.1441789,-4.248254,2.1878178,-2.2996635,-7.3343887,-2.0624568,1.3383011,0.38025296,-4.0451627,-5.911788,-7.965867,-9.179415,-6.859031,-2.7843468,-1.8147559,-2.6691391,-0.305539,-1.1382575,-1.1881527,0.63863605,1.6300166,1.4235649,1
33,-537.53204,85.81265,19.224688,33.843586,22.410078,15.805769,10.316544,9.569551,1.1069175,3.4235027,-2.5159624,1.6535814,-0.8238489,-0.35248214,-2.860708,-5.2375793,-0.21793655,-0.97515327,-1.1626427,-2.9905572,3.5667033,-1.6936824,-4.344209,-2.0177796,-1.1454341,-0.69809914,-2.5818303,-4.1555815,-7.310024,-6.969963,-4.476337,-2.0980995,-1.2896205,-1.4054414,-2.8572776,-2.697115,-1.6045996,-1.5177029,2.3903658,2.5816548,1
34,-552.4629,73.387276,21.427116,31.155384,24.10353,21.693228,6.8117685,8.72344,1.9013515,3.0071359,-5.066715,2.456231,-1.8985513,-1.6756223,-2.1803496,-9.53393,-2.1538374,-1.954079,-3.9718957,-4.8557725,3.351277,-1.1686668,-5.4179406,-2.7827594,-0.4331263,0.7653076,-2.6026351,-4.7745175,-8.423387,-7.801261,-4.542286,-2.798069,-2.183718,-4.4929733,-2.9385254,-3.5690851,-3.268699,-0.017334204,1.1596934,0.6628541,1
35,-563.14703,70.56697,21.480257,31.92339,22.481726,19.425348,6.8329535,11.045203,4.3015156,5.857963,-2.83763,3.465766,-1.1896223,-0.28853565,-1.8884181,-8.00034,-0.44272155,-1.429541,-1.9660436,-4.2949963,1.5693078,-1.581728,-3.9124177,-1.246668,-0.6371697,-0.1878653,-3.864855,-4.3682103,-8.775032,-8.924265,-4.0130963,-3.8411222,-3.060961,-4.932049,-3.199121,-3.6884096,-4.4109325,-1.6357228,1.7205675,0.80611783,1
36,-552.8595,79.71854,21.45974,32.185352,22.080198,16.283247,4.7190337,9.606624,1.9698348,4.971161,-1.1279691,2.7661736,-2.3544497,-1.3214846,-1.5765749,-7.8383255,-1.1877117,-1.9832768,-2.1819212,-4.682331,2.041194,-0.007576634,-5.738124,-1.4546288,0.2784152,-1.2396532,-3.139909,-4.862669,-10.354116,-8.936574,-3.8522716,-3.445234,-1.2953082,-3.0993874,-3.4673147,-3.2542977,-2.3052158,-0.31159228,2.0733616,0.9513114,1
37,-555.0635,73.495384,23.609074,32.92193,20.308846,14.9391575,4.7794557,11.274684,3.0919888,5.015032,-1.3208938,4.5672455,-2.2837417,-3.2260165,-2.679066,-7.860213,-0.55647117,-1.4264348,-0.37868947,-2.4760041,1.7531903,-1.5890422,-6.025202,-3.1411026,-0.41753235,-0.38959172,-3.1587143,-4.4432316,-9.14692,-9.556212,-5.165137,-3.3275185,-2.563917,-5.284942,-3.6996317,-2.5551927,-3.222946,-0.94071746,0.8807853,1.2752761,1
38,-565.81055,76.20842,20.815958,33.110764,20.237602,15.943733,2.352776,7.034706,2.308396,4.385124,-2.6643353,4.387484,-3.415322,-4.029903,-3.0165417,-9.413621,-0.58547777,-1.9308976,-1.4816052,-3.9142754,2.4028196,0.20006984,-5.4883876,-1.9794335,-1.068857,-0.80051386,-3.1009765,-5.3774414,-9.593959,-9.193681,-5.1364636,-3.5171819,-1.9353337,-4.7817154,-3.1596901,-2.9578772,-3.474399,0.75705594,2.4855323,2.724719,1
39,-549.529,83.75426,20.893917,29.613188,20.48688,17.76764,2.5501618,7.842262,0.9667714,5.0453377,-2.824831,5.0503845,-1.6364483,-1.5251259,-2.9584284,-9.270455,-0.6930097,-1.8021884,-1.7270191,-3.0553746,2.7960906,-1.7607272,-4.288108,-0.5321888,-0.16615207,-0.879614,-1.4098076,-3.9094355,-9.867109,-9.3366585,-5.8767786,-4.1513653,-1.8570967,-4.7109146,-3.3311327,-2.484659,-2.8275928,0.65259093,1.405503,2.245967,1
40,-542.75854,74.10846,11.741064,23.034897,12.914109,18.496325,5.234561,7.675319,1.6054889,4.6116157,-0.7537264,1.9854264,-2.5976045,-3.354163,0.34284493,-10.307517,-4.8209596,-4.387527,-6.709239,-3.916611,-2.3539462,-4.2944503,-5.721594,-2.1072915,-1.4942186,-3.611089,-0.76227677,-3.6638112,-6.2301936,-2.682126,-3.3118408,-3.3766053,-1.1866646,-2.5594778,-0.60206574,2.160739,4.8088384,5.5367837,1.4339713,-0.9023808,0
41,-562.6793,82.18389,13.133499,26.94444,17.09156,20.74846,2.9548416,7.0963454,1.156457,4.2496367,-1.8194747,1.268879,-2.2786057,-2.947467,0.8955589,-11.207533,-4.533927,-3.8636208,-6.745967,-4.348842,-4.0948353,-5.21346,-5.876797,0.33948818,-0.35308596,-5.130559,-1.1492201,-5.004494,-6.324799,-2.2717783,-2.0065243,-2.0348318,-1.2930104,-2.6163232,-1.548014,1.8007352,3.4286304,5.259291,2.6920378,-0.96785605,0
42,-544.981,82.92019,7.3821974,27.4979,16.678219,16.179867,3.111254,5.963504,0.9592716,5.2346005,-1.2818574,-1.1479799,-2.830315,-2.0549662,0.77371025,-12.817675,-7.7208185,-5.4287224,-7.183497,-4.2392244,-2.9647381,-4.685612,-5.4561806,0.003443997,0.62583476,-4.4467926,-1.3032404,-1.5200611,-5.0901895,-1.9646908,-3.161277,-4.0107827,-0.9665761,-2.0405786,-0.7188721,2.0659585,4.229497,5.9564166,2.5752969,-0.6701,0
43,-543.3045,72.189186,11.006381,26.769442,15.081501,15.482657,5.4379835,6.2668786,0.044376433,5.71842,-1.0896405,-1.3162374,-2.4754677,-0.7322647,-0.9213867,-13.445857,-2.168102,-2.9864993,-8.160479,-3.6609528,-1.1934807,-2.9626207,-5.0289764,0.76767874,0.9231828,-2.2974844,-0.974258,-4.0802846,-6.321816,-1.9913291,-1.6893246,-3.4403203,-1.3268509,-1.9070092,0.06443417,1.4444456,3.0042627,5.5427957,2.070651,-1.4440671,0
44,-550.7236,91.334694,11.105228,25.450626,14.96575,20.898336,3.8064775,6.4978237,0.4327992,2.931146,-2.6207848,1.5042528,-0.19703299,-1.6458516,0.42787987,-9.610355,-5.16237,-4.0603805,-6.2936563,-6.0282116,-2.3917089,-3.3556433,-6.727032,-1.1325723,1.8930322,-2.559907,-0.23060039,-4.0900764,-5.9938416,-2.2655752,-5.0202665,-2.8499053,-1.1647588,-4.50595,-3.6063576,-0.37783873,2.573762,4.9063177,4.4735456,0.56497854,0
45,-542.81,88.19653,5.050089,20.76268,17.102259,21.940094,6.060354,7.1874914,-1.5326598,4.150135,-2.9419103,0.42230964,-0.03327418,-2.4845538,-1.1855973,-11.028579,-2.538208,-4.692611,-6.4872904,-4.609957,-3.9788668,-2.5339754,-5.5030336,-1.98957,0.41559905,-2.4273329,-0.61494553,-2.700544,-5.0205793,-1.9722438,-1.8227615,-3.7609713,-2.1206121,-3.0723097,-3.9116821,-1.2511756,2.0530329,6.3271065,4.3238974,2.39726,0
46,-516.9762,107.81648,1.1392943,24.579012,18.592178,20.787868,5.2451196,5.027123,-1.4986879,9.484362,-1.3039483,-0.74104154,-2.7027438,-7.373896,-1.8350004,-8.95646,-4.8223443,-5.8905773,-6.6301575,-4.782575,-3.839663,-3.4145236,-7.7148666,-3.3860567,0.9368928,-4.303024,0.16146521,-2.704832,-6.7011952,-2.3833947,-1.9250609,-2.7816174,-1.6389956,-2.3970954,-3.126584,0.104013,2.928991,5.9641232,4.7743626,1.968295,0
47,-541.30505,101.77683,6.8256526,23.875046,20.263096,19.337662,2.0185888,8.304413,2.5641131,3.9884896,-3.4872446,0.05638014,-2.4101617,-5.8483114,-3.9301112,-13.452319,-5.0340204,-4.4248915,-6.5378704,-5.4066086,-3.9551663,-3.4974463,-8.006822,-2.6166904,2.701385,-2.9208515,-2.1814528,-3.305131,-4.5363045,-0.8512579,-1.9956125,-2.1398346,-2.0504763,-3.0215313,-2.8513663,-0.7670249,3.1696384,4.9954953,4.68113,2.23017,0
48,-495.59137,62.648872,16.21367,30.926453,17.079256,8.714032,5.51655,7.02438,1.6696223,0.39730278,-2.378997,-2.3590515,-3.3264902,-4.2360406,-3.433457,-9.581338,-3.198791,-2.8208802,-5.3396173,-2.570615,-1.5170963,-0.07746395,-3.833948,-2.158175,0.9895275,-4.00836,-4.591404,-4.385433,-6.04792,-3.2926538,-3.0188508,-2.0362694,-1.1861798,-1.4281062,-0.3414361,-0.46009555,-0.98732066,0.28416434,0.6696033,-1.3354881,0
49,-519.53906,76.179436,15.294267,27.180758,17.747408,15.814618,6.728738,9.592993,4.3756995,3.6045952,-2.3826168,-0.59690964,-1.2021788,-3.9902456,-2.60663,-11.761862,-5.034817,-4.080742,-5.794515,-4.1530724,-3.6658864,-0.7549001,-4.880854,-1.6731031,1.8198726,-3.0115151,-1.8707705,-2.9835734,-5.9885154,-3.4281433,-3.0240057,-2.5146174,-1.0167625,-1.144461,-1.2640156,-1.1166854,-0.40681523,1.0954769,-0.33369198,-2.870624,0
50,-537.01025,106.4239,-5.5188856,17.574461,20.312958,17.791262,8.823642,12.357397,-2.7051995,7.3526864,8.482572,-0.8420657,-9.209341,-4.8597636,2.7543466,-5.5781484,-3.5125546,-7.082747,-10.022134,-7.718868,-1.8021597,-1.9037945,-8.985506,-2.5875835,2.3830702,-6.028555,-3.6539652,-2.4405284,-6.7961493,-3.7001803,-2.136348,-3.639035,-4.7014885,-4.565227,-2.064939,0.05266337,0.13136315,5.283737,7.643547,0.7936933,0
51,-545.14685,92.780174,9.899277,28.28012,12.643491,12.404783,3.819179,5.1437984,-5.3981013,5.87556,-3.0206623,-4.61918,-4.6565557,-4.5085955,-3.865603,-11.372803,-4.5483856,-8.108913,-6.7832074,-3.1894712,-3.4247801,-2.4158478,-5.022115,-1.6594992,2.61147,-0.022065867,0.61118543,-4.0302396,-4.2661066,0.5929044,-0.7909731,-0.36825457,0.063322745,-2.8660312,-1.202131,-1.5482337,-0.54430497,5.165917,5.1591325,1.564963,0
52,-533.51935,94.073906,3.5304294,21.533154,14.527681,14.2196045,0.9489407,10.0806,3.4629376,2.9352117,-3.6057618,1.2755071,-3.3143039,-4.531375,-0.70606667,-7.582891,-3.7330327,-5.0439262,-4.555342,-4.328662,-4.1389422,-3.3265855,-4.2381916,0.11277886,3.3219228,-0.40170372,0.54591507,-3.4562297,-5.0950165,-1.1058264,-2.6360521,-3.51286,-0.5293366,-1.7849599,-2.4934626,-0.4121052,1.6741906,4.4701385,3.2242672,2.1235752,0
53,-515.7557,103.01032,-9.779661,18.870016,7.9489603,11.208503,9.887088,12.898963,0.14213808,10.236235,0.46863866,-6.462702,-7.705764,-3.4873254,0.7666578,-4.2157855,-0.01973249,-4.2970805,-4.862203,-6.643627,-5.355967,-4.2931094,-5.4616804,1.3955554,1.4657768,-6.673983,-1.377766,0.6798957,-3.5172482,-5.2368994,-6.96986,-0.8515794,3.0627398,-1.5375684,-2.7064302,-2.0698974,-1.7696376,2.2423062,6.8382273,5.7776976,0
